SpeciesName,HerbariumCode,Source,Collector,RecordNumber,CollectionDay,CollectionMonth,CollectionYear,Country,Admin1,Admin2,Admin3,Locality,Longitude,Latitude,CoordUncertainty,LocationNotes,EcologyNotes,AnalysisNotes,Remove,CountyLevelOnly
Alnus incana,WIS,wisc_herb_scrape.R,"Bergseng,Margaret Schmidt",v0006290WIS,1,10,1947,USA,Wisconsin,Bayfield,Delta,4mi S of Delta. Lake Bellvue (S shore),0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cowley, Gerald T.",v0006291WIS,14,9,1957,USA,Wisconsin,Bayfield,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006292WIS,30,6,1962,USA,Wisconsin,Bayfield,Bayfield,"Lake Superior County Park, 4.5mi SW of Bayfield",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Schlising, Robert A.",v0006293WIS,20,7,1960,USA,Wisconsin,Barron,,Wildcat Lake,0,0,,,Pharmacy RAS 60-65,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Nee, Mike",v0006294WIS,10,6,1972,USA,Wisconsin,Ashland,Butternut,5mi W of Butternut,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Lapham, I.A.",v0006295WIS,NA,NA,NA,USA,Wisconsin,Ashland,La Pointe,Lake Superior,0,0,,,Collection date: Sept. 1858,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cheney, L.S.",v0006296WIS,23,7,1896,USA,Wisconsin,Ashland,Long Island,Lake Superior,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Johnson, Hans",v0006297WIS,7,8,1971,USA,Wisconsin,Ashland,Butternut,1mi S of Butternut on Hwy 13,0,0,,,[Collection date: 8/7/71],,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Miller, Regis B.",v0006298WIS,20,9,1967,USA,Wisconsin,Adams,,along Rt. 13,0,0,,,"quot;Speckled Alderquot;, Shrub; 15-20 ft. ht. in fruit - aments and catkins",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Schmidt, Franklin J.W.",v0006299WIS,8,9,1934,USA,Wisconsin,Adams,Richfield,,0,0,,,Hoary Alder,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Sorensen, Paul D.",v0006300WIS,18,6,1962,USA,Wisconsin,Adams,,Big Rouche a Cri,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Brown, Robert T.",v0006301WIS,31,7,1948,USA,Wisconsin,Adams,Friendship,2.5mi NE of Frienship,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006302WIS,6,5,1940,USA,Wisconsin,Bayfield,Cable,Namakogon River,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cochrane, Theodore S.",v0006303WIS,30,6,1984,USA,Wisconsin,Waushara,Wautoma,"All along E shore (running for at least 1200 ft) of Bass Lake, E of Hwy 22, S of Co. Hwy YY, 5mi due S of Wautoma",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Lonsdorf, Charles",v0006304WIS,29,7,1972,USA,Wisconsin,Vilas,,Cochrane Lake,0,0,,,common,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Nee, Mike",v0006305WIS,14,5,1977,USA,Wisconsin,Trempealeau,Arcadia,"Joe Pietrek Jr. County Park, W side of Trempealeau River, 3mi NE of Arcadia",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Moroder, Christopher",v0006306WIS,11,9,1976,USA,Wisconsin,Sheboygan,Saint Cloud,"Sheboygan Marsh Area, 2 blocks W of Western crossroad of Sheboygan River and Main Drainage Ditch (runs E-W); 2mi NE of St. Cloud",0,0,,,8-15' tall,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Johnson, Carol A.",v0006307WIS,7,5,1978,USA,Wisconsin,Shawano,Cecil,"SE side of White Clay Lake, 2mi E of Cecil",0,0,,,Occasional shrub.,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"De Stefano, Stephen",v0006308WIS,23,8,1980,USA,Wisconsin,Shawano,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Bruce F.",v0006309WIS,31,5,1975,USA,Wisconsin,Sawyer,,"0.5mi N of Hwy 70; ca. 8mi NE of Winter, naer Island Lake",0,0,,,"Voucher specimen for wood sample deposited at the U.S.D.A. Forest Products Lab., Madison, WI. MADw",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Werner, Bob",v0006310WIS,8,6,1973,USA,Wisconsin,Sauk,Leland,"Hemlock Draw, 1.5mi N of Leland",0,0,,,shrub with many trunks to 3 meters,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Bruce F.",v0006311WIS,9,8,1973,USA,Wisconsin,Waushara,,Big Roche a Cri Creek,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Musselman, Lytton J.",v0006312WIS,22,5,1970,USA,Wisconsin,Rock,Avon,,0,0,,,some shrubs ca. 20 ft. tall,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Nee, Mike",v0006313WIS,26,3,1977,USA,Wisconsin,Richland,Richland Center,"3mi SE of Richland Center, along Pine River",0,0,,,"Clumps of shrubs, very common, beginning to spread vigorously in last 5yrs. since grazing, altho' very heavy during parts of some years, is no longer continuous. Some old quot;cones' persisting. Male aments w/ exposed parts dark reddish; inside aments",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Nee, Mike",v0006314WIS,20,8,1977,USA,Wisconsin,Richland,Richland Center,"3mi SE of Richland Center, along Pine River",0,0,,,"Clumps of shrubs, very common, beginning to spread vigorously in last 5yrs. since grazing, altho' very heavy during parts of some years, is no longer continuous. Very few old quot;cones' persisting. This year's quot;conesquot; green, not quite mature, splitting as",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Musselman, Lytton J.",v0006315WIS,22,5,1970,USA,Wisconsin,Rock,Avon,,0,0,,,many large shrubs ca. 20 ft. tall,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Bruce F.",v0006316WIS,23,9,1976,USA,Wisconsin,Pierce,El Paso,"Along Rush River, 1.5mi NW of El Paso; 3.5mi SE of Martell",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Bruce F.",v0006317WIS,23,9,1976,USA,Wisconsin,Pepin,Rock Falls,0.2mi W of Co. Hwy. H; 5mi S of Rock FAlls,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Leitner, Lawrence A.",v0006318WIS,12,8,1988,USA,Wisconsin,Ozaukee,,Riveredge Creek and Ephemeral Pond State Natural Area,0,0,,,abundant,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Swartz, Robert",v0006319WIS,23,7,1975,USA,Wisconsin,Outagamie,,Gordon Bubolz Nature Preserve,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Grether, D.F.",v0006320WIS,30,7,1979,USA,Wisconsin,Oconto,Doty,"near Boulder Lake, Along Co. Hwy. W",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Judziewicz, Emmet J.",v0006321WIS,18,5,1981,USA,Wisconsin,Oconto,Breed,,0,0,,,abundant,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Bruce F.",v0006322WIS,25,6,1975,USA,Wisconsin,Oconto,,"6.5mi WSW of Lakewood, at Boot Lake Campground",0,0,,,"Additional collector(s): Keller, C.S. amp; Waterway, M.",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Bruce F.",v0006323WIS,26,7,1975,USA,Wisconsin,Marinette,Athelstane,"Mathis Rd., 3 mi. N of County Hwy C; 3.25 mi. NNE of Althestane, Little South Branch of Pike River",0,0,,,"Additional collector(s): Keller, C.S. amp; Waterway, M.",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Stackler, Susan",v0006324WIS,8,7,1975,USA,Wisconsin,Bayfield,,,0,0,,,Alder; common dense shrubs. Stems brownish gray with light round lenticels.,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Nee, Mike",v0006325WIS,8,5,1977,USA,Wisconsin,Marathon,Hogarty,"Dells of the Eau Claire Park, 2 mi. SW of Hogarty.",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Salzman, R.",v0006326WIS,25,8,1987,USA,Wisconsin,Marinette,Porterfield,4 mi. W of Porterfield,0,0,,,10-15' tall,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Brumm, Pat",v0006327WIS,29,6,1991,USA,Wisconsin,Vilas,Manitowish Waters,Adler Lake,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Bruce F.",v0006328WIS,3,6,1975,USA,Wisconsin,Rusk,Ingram,"ca. 4 mi. S of Ingram on Hwy 73, along South Fork of Main Creek",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Purchase, John E.",v0006329WIS,11,5,1964,USA,Wisconsin,Clark,Neillsville,Listeman Arboretum,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Helm, William T.",v0006330WIS,24,8,1950,USA,Wisconsin,Chippewa,,near Trunk Lake road near New Auburn,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Bergseng,Margaret Schmidt",v0006331WIS,19,5,1945,USA,Wisconsin,Clark,Worden,Kienholz's pasture,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006332WIS,13,6,1956,USA,Wisconsin,Clark,Spencer,2 mi. W amp; 1 mi. S of Spencer on jct. Wis 98 amp; Co. Y,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Bergseng,Margaret Schmidt",v0006333WIS,2,10,1947,USA,Wisconsin,Chippewa,Cornell,Hwy 27 just N of Cornell,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Helm, William T.",v0006334WIS,6,5,1950,USA,Wisconsin,Chippewa,,Near Cather Lake road near New Auburn,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Baird, E.A.",v0006335WIS,29,8,1916,USA,Wisconsin,Burnett,Danbury,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006336WIS,21,9,1928,USA,Wisconsin,Burnett,Hertel,Shore of Long Lake,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Aussem, Daniel",v0006338WIS,9,5,1994,USA,Wisconsin,Fond du Lac,Osceola,"NW of cabin ca. 10m NW from base of staircase leading down from cabin yard to marsh, SW portion of lake",0,0,,,"Less common shrub, ca. 16ft. tall, dbh = ca. 5cm.",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Denniston, R.H.",v0006343WIS,NA,NA,NA,USA,Wisconsin,Buffalo,Alma,,0,0,,,Collection date: Aug. 1914.,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Basehart, Harry",v0006344WIS,27,8,1941,USA,Wisconsin,Brown,Hobart,1 mi. SE of Episcopal Church,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Jackson, H.H.T.",v0006345WIS,3,8,1917,USA,Wisconsin,Florence,Florence,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006346WIS,28,6,1964,USA,Wisconsin,Florence,,Boot Lake (= Shadow Lake),0,0,,,"3 foot tall shrub, other Alnus bushes to 8'",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006347WIS,2,7,1964,USA,Wisconsin,Florence,,Boot Lake (= Shadow Lake),0,0,,,"To 4 m tall shrub, very common and surrounding [See label for alt. descriptions of surrounding flora]",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006348WIS,2,7,1964,USA,Wisconsin,Florence,,Boot Lake (= Shadow Lake),0,0,,,Stump sprout [See label for alt. descriptions of surrounding flora],,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Kunz, Helen F.",v0006349WIS,30,8,1928,USA,Wisconsin,Eau Claire,Fall Creek,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Meyer, Delbert E.",v0006350WIS,10,8,1953,USA,Wisconsin,Dunn,,SW of Elk Mound,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Harper, E.T.",v0006351WIS,23,8,1893,USA,Wisconsin,Douglas,Superior,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Thomson, John W., Jr.",v0006352WIS,27,6,1942,USA,Wisconsin,Douglas,Superior,Road to Wisconsin Point,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Thomson, John W., Jr.",v0006353WIS,25,8,1942,USA,Wisconsin,Douglas,,Upper Brule River above Stone's Bridge,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006354WIS,9,6,1961,USA,Wisconsin,Door,Maplewood,1.5 mi. N of Maplewood,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Seaquist, J.W.",v0006355WIS,3,9,1947,USA,Wisconsin,Door,Three Springs,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Ugent, Donald",v0006356WIS,2,7,1961,USA,Wisconsin,Door,Chambers Island,West side of Lake Mackaysee,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Neuenschwander, H.E.",v0006357WIS,21,10,1946,USA,Wisconsin,Dodge,Hustisford,"0.5 mi. N of Hwy 60, 1.5 mi. E of Hustisford",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Russell, H.L.",v0006358WIS,NA,NA,NA,USA,Wisconsin,Dane,Madison,Monona Park,0,0,,,[Collection date: Summer 1889],,,1
Alnus incana,WIS,wisc_herb_scrape.R,Botany 165 Class,v0006359WIS,6,4,1943,USA,Wisconsin,Dane,Madison,University of Wisconsin Arboretum,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006360WIS,18,5,1929,USA,Wisconsin,Columbia,Portage,W. of Portage,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006361WIS,18,5,1929,USA,Wisconsin,Columbia,Poynette,3 mi. W of Poynette,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,Botany 160 Class,v0006362WIS,10,5,1935,USA,Wisconsin,Columbia,Poynette,Pine Hollow,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Russell, H.L.",v0006363WIS,10,4,1890,USA,Wisconsin,Columbia,Poynette,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Dunn, Donald A.",v0006364WIS,19,4,1964,USA,Wisconsin,Columbia,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Dunn, Donald A.",v0006365WIS,15,5,1964,USA,Wisconsin,Columbia,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Marshall, W.S.",v0006366WIS,12,9,1894,USA,Wisconsin,Juneau,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006369WIS,19,8,1956,USA,Wisconsin,Juneau,Mauston,1 mi. SE of Mauston on U.S. 12,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"White, Keith L.",v0006370WIS,8,6,1961,USA,Wisconsin,Jefferson,,4591,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Smith, Huron H.",v0006371WIS,27,6,1922,USA,Wisconsin,Jackson,Black River Falls,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Grether, D.F.",v0006372WIS,11,10,1947,USA,Wisconsin,Jackson,,8 mi. NE of Millston,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006373WIS,16,9,1972,USA,Wisconsin,Jackson,,Rude's Creek,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Grether, D.F.",v0006374WIS,10,6,1948,USA,Wisconsin,Jackson,,6 mi. NE of Black River Falls,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Flechtner, K.",v0006375WIS,7,8,1971,USA,Wisconsin,Iron,Upson,Near Hwy 77 bridge over Tyler Forks River 3.75 mi. SW of Upson,0,0,,,Summer Taxonomy Class. Sheet 2 of 2,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Davis, J.J.",v0006376WIS,19,6,1925,USA,Wisconsin,Iowa,Hollandale,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Davis, J.J.",v0006377WIS,10,8,1927,USA,Wisconsin,Iowa,Mineral Point,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006378WIS,28,5,1931,USA,Wisconsin,Iowa,Mineral Point,5 mi. SW of Mineral Point,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006379WIS,30,8,1930,USA,Wisconsin,Iowa,Lone Rock,Wisconsin River opposite Lone Rock,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hale, T.J.",v0006380WIS,NA,NA,NA,USA,Wisconsin,Iowa,Dodgeville,,0,0,,,[No collection date on label],,,1
Alnus incana,WIS,wisc_herb_scrape.R,"O'Donnell, J.L.",v0006381WIS,13,4,1963,USA,Wisconsin,Iowa,,Governor Dodge State Park,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006382WIS,23,9,1967,USA,Wisconsin,Juneau,,"Sprague Flowage, end of causeway",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Parenteau, Robert E.",v0006383WIS,27,7,1938,USA,Wisconsin,Ozaukee,,,0,0,,,6' to 10' high,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0006384WIS,4,10,1938,USA,Wisconsin,Ozaukee,Mequon,Lake Michigan,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0006385WIS,27,7,1938,USA,Wisconsin,Ozaukee,Belgium,Lake Michigan,0,0,,,6 to 10 feet,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cheney, L.S.",v0006386WIS,25,7,1893,USA,Wisconsin,Lincoln,Tomahawk,Wisconsin River,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cheney, L.S.",v0006387WIS,25,7,1893,USA,Wisconsin,Lincoln,Tomahawk,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Smith, Nellie G.",v0006388WIS,10,8,1930,USA,Wisconsin,Oneida,Three Lakes,"1quot; Point, Isle o' Dreams, Planting Ground Lake",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Smith, Nellie G.",v0006389WIS,31,5,1930,USA,Wisconsin,Oneida,Three Lakes,"Isle o' Dreams, Planting Ground Lake",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Kremers, Roland E.",v0006390WIS,15,7,1914,USA,Wisconsin,Oneida,Pelican Lake,Indian Point,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Nee, Mike",v0006391WIS,3,6,1972,USA,Wisconsin,Oneida,Woodruff,"Finnerud Forest Scientific Area, SW side of Lake Kewasokogan, 3 mi. SW of Woodruff",0,0,,,Shrubs 2m tall,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Wagner, Russel O.",v0006392WIS,30,8,1956,USA,Wisconsin,Oneida,Hazelhurst,bordering canal between Lakes Tomahawk and Katherine,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Schlising, A.E.",v0006393WIS,8,8,1959,USA,Wisconsin,Oconto,,Peninsula on Boot Lake,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cutler, H.C.",v0006394WIS,18,7,1934,USA,Wisconsin,Ozaukee,,Cedarburg Bog,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006395WIS,5,5,1940,USA,Wisconsin,Monroe,,Near Mill Bluff W of Camp Douglas,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hamerstrom, F.",v0006396WIS,19,4,1936,USA,Wisconsin,Monroe,Valley Junction,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, H.P.",v0006397WIS,29,8,1930,USA,Wisconsin,Juneau,Hustler,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Uhler, F.M.",v0006398WIS,18,9,1929,USA,Wisconsin,Marquette,Montello,Near Buffalo Lake,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Gromme, R.",v0006399WIS,24,4,1957,USA,Wisconsin,Marquette,Briggsville,,0,0,,,"Two specimens on this sheet: one is flowers, collected 24/Apr/1957, other is leaves, collected 30/May/1957.",,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Sorensen, Paul D.",v0006400WIS,22,6,1962,USA,Wisconsin,Marquette,,Chaffee Creek,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,Post,v0006401WIS,19,7,1961,USA,Wisconsin,Marquette,,E of County D,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"White, Keith L.",v0006402WIS,12,6,1961,USA,Wisconsin,Marquette,,4595,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Keefe, Anselm M.",v0006403WIS,18,7,1959,USA,Wisconsin,Menominee,,,0,0,,,Smooth Alder,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Lapham, I.A.",v0006404WIS,NA,NA,NA,USA,Wisconsin,Milwaukee,Milwaukee,,0,0,,,Collection date: 1858.,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Lapham, I.A.",v0006405WIS,NA,NA,NA,USA,Wisconsin,Milwaukee,Milwaukee,,0,0,,,[No collection date on label],,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Copeland, H.F.",v0006406WIS,30,7,1926,USA,Wisconsin,Milwaukee,Milwaukee,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Miller, Regis B.",v0006407WIS,24,6,1967,USA,Wisconsin,Marathon,Wausau,Picnic Island,0,0,,,Shrub; in fruit; 8ft. ht.; aments amp; catkins,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Wood, Bob",v0006408WIS,4,5,1958,USA,Wisconsin,Marathon,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Reed, J.A.",v0006409WIS,22,6,1959,USA,Wisconsin,Manitowoc,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Reed, J.A.",v0006410WIS,25,4,1959,USA,Wisconsin,Manitowoc,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Seymour, Frank C.",v0006411WIS,5,9,1949,USA,Wisconsin,Lincoln,Tomahawk,Route 51,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0006412WIS,19,8,1956,USA,Wisconsin,Lincoln,Merrill,Prairie River just N of city limits of Merrill on Hwy 51,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Seymour, Frank C.",v0006413WIS,5,7,1954,USA,Wisconsin,Lincoln,Bradley,Along Wisconsin River. Route 51,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Schlising, Robert A.",v0006414WIS,23,4,1957,USA,Wisconsin,Lincoln,,,0,0,,,pollen removed for permanent slides-deposited Dept. of Meterology and WIS(v0006415WIS),,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Schlising, Robert A.",v0006415WIS,23,4,1957,USA,Wisconsin,Lincoln,,,0,0,,,pollen side for specimen v0006414WIS,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Martz, Gerald",v0006416WIS,21,9,1956,USA,Wisconsin,Marinette,,1mi W of Little South Branch Pike River,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Wood, K.W.",v0006417WIS,3,8,1966,USA,Wisconsin,Forest,Hiles,Nicolet National Forest; Argonne Experimental Forest [NW of Hiles],0,0,,,Sheet 1 of 2.,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Wood, K.W.",v0006418WIS,3,8,1966,USA,Wisconsin,Forest,Hiles,Nicolet National Forest; Argonne Experimental Forest [NW of Hiles],0,0,,,Sheet 2 of 2.,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Snell, Katharine S.",v0006419WIS,2,9,1956,USA,Wisconsin,Forest,,"Julia Lake, E.S. Bradford's property",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Peters, Ralph F.",v0006420WIS,7,9,1958,USA,Wisconsin,Fond du Lac,,"Kettle Moraine St. Forest, Boy Scout Camp Long Lake",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Bell, Kenneth E.",v0006421WIS,14,9,1958,USA,Wisconsin,Fond du Lac,,"Mauthe Lake, Kettle Moraine Forest",0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006422WIS,20,9,1931,USA,Wisconsin,Green,Dayton,,0,0,,,only colony seen in this region,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006423WIS,21,6,1931,USA,Wisconsin,Green,Brodhead,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006424WIS,21,6,1931,USA,Wisconsin,Green,Brodhead,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0006425WIS,16,6,1956,USA,Wisconsin,Langlade,,Pine River,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0006426WIS,1,7,1956,USA,Wisconsin,Langlade,,on Hwy. 64 near Black Brook,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0006427WIS,16,6,1956,USA,Wisconsin,Langlade,,Pine River,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Gates, John M.",v0006428WIS,19,7,1965,USA,Wisconsin,Langlade,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, H.P.",v0006429WIS,10,6,1930,USA,Wisconsin,La Crosse,La Crosse,Mormon Coulee,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hartley, Thomas G.",v0006430WIS,26,7,1956,USA,Wisconsin,La Crosse,Holland,,0,0,,,tall shrub,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, H.P.",v0006431WIS,19,8,1930,USA,Wisconsin,La Crosse,,N of West Salem,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Bruce F.",v0006432WIS,11,8,1971,USA,Wisconsin,Kewaunee,,,0,0,,,,,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Schuette, J.H.",v0006433WIS,22,8,1902,USA,Wisconsin,Kewaunee,Kewaunee,Lake Michigan,0,0,,,[ex. North Western College Herb.  38392],,,1
Alnus incana,WIS,wisc_herb_scrape.R,"Wadmond, S.C.",v0006434WIS,2,5,1899,USA,Wisconsin,Kenosha,Berryville,,0,0,,,(Flr),,,1
