SpeciesName,HerbariumCode,Source,Collector,RecordNumber,CollectionDay,CollectionMonth,CollectionYear,Country,Admin1,Admin2,Admin3,Locality,Longitude,Latitude,CoordUncertainty,LocationNotes,EcologyNotes,AnalysisNotes,Remove,CountyLevelOnly
Fraxinus americana,US,GBIF Search,NA,1734924,5,8,1937,USA,VIRGINIA,Fauquier,NA,"South of Hopewell Gap, western slope of Bull Run Mountains",-77.67444,38.9025,NA,NA,NA,NA,NA,0
Fraxinus americana,US,GBIF Search,NA,1734429,30,5,1937,USA,VIRGINIA,Fauquier,NA,"Rattlesnake Mountain, top of, near Markham",-78.04333,38.86444,NA,NA,NA,NA,NA,0
Hamamelis virginiana,YPM,GBIF Search,S. S. Stutz,YPM CBS 017151,14,10,1937,USA,CONNECTICUT,New London,NA,Lyme,-72.3438,41.3965,NA,NA,NA,NA,NA,0
Hamamelis virginiana,YPM,GBIF Search,H. M. Denslow,CBS.017145,19,11,1937,USA,CONNECTICUT,Hartford,NA,Berlin,-72.776,41.6112,NA,NA,NA,NA,NA,0
Hamamelis virginiana,YPM,GBIF Search,H. M. Denslow,YPM CBS 017145,19,11,1937,USA,CONNECTICUT,Hartford,NA,Berlin,-72.776,41.6112,NA,NA,NA,NA,NA,0
Rhamnus alnifolia L'H̩r.,UConn,GBIF Search,E.B. Harger,CONN00154748,12,6,1937,USA,CONNECTICUT,Litchfield,NA,Canaan,-73.30833,41.96166,20000,NA,NA,NA,NA,0
Alnus incana,CM,CM Collection Manager,"Heller, H.H.",NA,24,7,1938,USA,CALIFORNIA,El Dorado,NA,NA,-120.534398,38.785532,37523.47092,North Shore Fallen leaf,,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Schaal, Donald, G.",393840,14,10,1938,USA,MINNESOTA,Cook,,,-90.29019,47.538571,34601.80157,North Shore / Superior NFSuperior Forest; T59N R4W Sec. 28,,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Jones, C.H.",351283,21,5,1938,USA,OHIO,Adams,,,-83.474173,38.841681,21939.71416,Adams and Scioto Co,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Jones, C.H.",346526,15,9,1938,USA,OHIO,Adams,,,-83.474173,38.841681,21939.71416,,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Bartley, F.",346476,14,6,1938,USA,OHIO,Pickaway,Deer Creek Twp.,,-83.052827,39.648947,20329.73243,,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Crowl, G.S.",346475,28,6,1938,USA,OHIO,Pike,Chimney Rocks,,-83.052921,39.071365,19051.93996,,,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Knepp, T.H.",NA,6,8,1938,USA,PENNSYLVANIA,Adams,NA,NA,-77.21773,39.869471,20678.47343,"Nawakwa, 3 mi W of Arendstville",,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,Hershberger; Cooper,NA,,9,1938,USA,PENNSYLVANIA,Bedford,NA,NA,-78.48998,39.997115,28888.68568,Everett,,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Langman, J.K.",NA,17,7,1938,USA,PENNSYLVANIA,Chester,NA,NA,-75.749732,39.973965,24874.33724,"banks of Big Elk Creek, 1.25 mi N of Hickory Hill",wet field,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Jennings, O.E.",NA,22,10,1938,USA,PENNSYLVANIA,Fayette,NA,NA,-79.644586,39.914115,25525.87618,"Cucumber Run, Ohiopyle",slope,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Wagner, P.R.",NA,25,6,1938,USA,PENNSYLVANIA,Schuylkill,NA,NA,-76.2178,40.70369,25336.1452,"E of Little Schuylkill River, 1 mi NE of New Ringgold",wooded ravine,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Wagner, P.R.",NA,6,7,1938,USA,PENNSYLVANIA,Schuylkill,NA,NA,-76.2178,40.70369,25336.1452,"along right bank, Schuylkill River, 0.25-0.5 mi SSE of Schuylkill Haven",low moist woods,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Wagner, P.R.",NA,5,7,1938,USA,PENNSYLVANIA,Schuylkill,NA,NA,-76.2178,40.70369,25336.1452,"SSE of Stonemont, 1.3 mi WSW of Summit Station",dry wooded slope,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Wagner, P.R.",NA,24,6,1938,USA,PENNSYLVANIA,Schuylkill,NA,NA,-76.2178,40.70369,25336.1452,"1.5-2 mi SW of Lavelle, along left bank of Mahanoy Creek",moist lowland,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Jennings, O.E.",NA,1,10,1938,USA,PENNSYLVANIA,Somerset,NA,NA,-79.028486,39.981297,29761.28598,Buckstown,,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0161164WIS,16,8,1938,USA,WISCONSIN,Door,Baileys Harbor,Swamp adjacent to Lake Michigan.,-87.087936,45.067808,19933.67419,,,NA,NA,1
Rhamnus alnifolia,CM,CM Collection Manager,"Cook, C.C.",NA,16,8,1938,USA,WISCONSIN,Door,NA,NA,-87.087936,45.067808,19933.67419,"Baileys Harbor, T30N, R28E, Sec. 9",Spagnum bog.  Growing in spot on the north side of swamp,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hall, Norma",SUWS011026,28,6,1938,USA,WISCONSIN,Douglas,Superior,,-91.892579,46.463316,32789.55045,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0009815WIS,29,8,1938,USA,WISCONSIN,Green,Decatur,Sugar River Area,-89.605639,42.677728,21941.3965,,Common but small in size,NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0138641WIS,30,8,1938,USA,WISCONSIN,Milwaukee,Lake,Adjacent to Lake Michigan,-87.481575,43.017655,14107.32216,,Growing as a small tree.,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Shinners, L.H.",UWM0000664,5,9,1938,USA,WISCONSIN,Milwaukee,River Hills,Below Milwaukee Town Hall,-87.481575,43.017655,14107.32216,,[UWM16390],NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Cook, C.C.",NA,27,7,1938,USA,WISCONSIN,Ozaukee,NA,NA,-87.496553,43.360715,13861.92725,"Belgium Twp., sandy Lake Michigan shore",along trail & on edge of cedar woods 10-15 ft high,NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0138643WIS,20,7,1938,USA,WISCONSIN,Ozaukee,Thiensville,,-87.496553,43.360715,13861.92725,,Quite common growing to a height of 30 to 40 ft.,NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0138642WIS,8,8,1938,USA,WISCONSIN,Ozaukee,Saukville,Saukville Swamps,-87.496553,43.360715,13861.92725,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0006385WIS,27,7,1938,USA,WISCONSIN,Ozaukee,Belgium,Lake Michigan,-87.496553,43.360715,13861.92725,,6 to 10 feet,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",UWM0000684,4,10,1938,USA,WISCONSIN,Ozaukee,Mequon,Lake Michigan area,-87.496553,43.360715,13861.92725,,[UWM28168],NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0009779WIS,5,10,1938,USA,WISCONSIN,Ozaukee,Mequon,Along Lake Michigan shore  [orig. label read R21E but isn't along shore],-87.496553,43.360715,13861.92725,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Parenteau, Robert E.",v0006383WIS,27,7,1938,USA,WISCONSIN,Ozaukee,,,-87.496553,43.360715,13861.92725,,6' to 10' high,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Tryon, R.M., Jr.",v0009108WIS,13,6,1938,USA,WISCONSIN,Ozaukee,Cedarburg,"3mi N of Cedarburg, Cedarburg Bog",-87.496553,43.360715,13861.92725,,[in fruit],NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0009778WIS,27,7,1938,USA,WISCONSIN,Ozaukee,Belgium,Lake Michigan shore [orig. label read R21E but isn't along shore].,-87.496553,43.360715,13861.92725,,"10 to 15 ft high   [bearing fruit, naiscent flower buds]",NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Salamun, Peter J.",UWM0000706,8,10,1938,USA,WISCONSIN,Ozaukee,,Donges Bay,-87.496553,43.360715,13861.92725,,[UWM7550],NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0006384WIS,4,10,1938,USA,WISCONSIN,Ozaukee,Mequon,Lake Michigan,-87.496553,43.360715,13861.92725,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Goessl, Chas.",v0009784WIS,29,8,1938,USA,WISCONSIN,Sheboygan,Sheboygan,,-87.730546,43.746002,20530.388,,Witch-Hazel [bud],NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Cook, Chester C.",v0138713WIS,12,9,1938,USA,WISCONSIN,Washington,Richfield,Kettle Moraine area,-88.232917,43.391156,18843.55374,,Common.,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Pohl, Richard W.",v0161183WIS,7,10,1938,USA,WISCONSIN,Washington,West Bend,N end of Silver Lake,-88.232917,43.391156,18843.55374,,"Low shrubs, 2-4ft. Few.",NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0160983WIS,21,5,1938,USA,WISCONSIN,Waushara,Wautoma,Headwaters of Lunch Creek,-89.239752,44.112825,22720.31084,,,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Gilbert, F.A.; Gilbert, C.R.; Williams, L.G.",NA,22,5,1938,USA,WEST VIRGINIA,Cabell,NA,NA,-82.243392,38.41958,15220.91345,between Macedonia Baptish Church & Wayne Co. line,moist woods,NA,NA,1
Alnus incana,CM,CM Collection Manager,Mr. & Mrs.H.A. Davis,NA,14,6,1938,USA,WEST VIRGINIA,Grant,NA,NA,-79.195064,39.105988,19838.23409,Mt. Storm,,NA,NA,1
Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen,UConn,GBIF Search,Chester C. Cook,CONN00017327,27,7,1938,USA,WISCONSIN,Ozaukee,NA,Belgium,-87.85027,43.49972,NA,NA,NA,NA,NA,0
Fraxinus americana L.,UConn,GBIF Search,Chester C. Cook,CONN00068140,20,7,1938,USA,WISCONSIN,Ozaukee,NA,Thiensville,-87.97861,43.2375,20000,NA,NA,NA,NA,0
Hamamelis virginiana,YPM,GBIF Search,J. F. Smith,YPM CBS 017148,15,10,1938,USA,CONNECTICUT,Hartford,NA,Coffin's College,-72.7411,41.9425,NA,NA,NA,NA,NA,0
Hamamelis virginiana L.,UConn,GBIF Search,Chester C. Cook,CONN00019630,5,10,1938,USA,WISCONSIN,Ozaukee,NA,Mequon,-87.98444,43.23638,NA,NA,NA,NA,NA,0
Hamamelis virginiana L.,UConn,GBIF Search,Edwin H. Eames,CONN00019601,14,9,1938,USA,CONNECTICUT,Fairfield,NA,Ridgefield,-73.50194,41.30527,NA,NA,NA,NA,NA,0
Rhamnus alnifolia L'H̩r.,UConn,GBIF Search,Chester C. Cook,CONN00154762,16,8,1938,USA,WISCONSIN,Door,NA,Baileys Harbor,-87.12416,45.065,20000,NA,NA,NA,NA,0
Hamamelis virginiana,MOR,http://quercus.mortonarb.org/,E. Lowell Kammerer,NA,22,11,1939,USA,ILLINOIS,DuPage,NA,NA,-88.086038,41.852058,16431.56401,,NA,NA,NA,1
Fraxinus americana,MOR,http://quercus.mortonarb.org/,Unknown,NA,26,4,1939,USA,ILLINOIS,Kane,NA,NA,-88.42804,41.939594,20706.1673,Batavia.,NA,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Moore, John, W.",412839,17,8,1939,USA,MINNESOTA,Koochiching,,,-93.782842,48.245489,50587.08801,"Koochiching Co.; 1/4 mi. east of Tilson Bay, Rainy Lake.",,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Moore, John, W.",412656,24,7,1939,USA,MINNESOTA,Lake of the Woods,,,-94.904633,48.7681,32710.67026,Northwest Angle Angle Inlet,,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Moore, John, W.",442204,21,8,1939,USA,MINNESOTA,Roseau,,,-95.82153,48.761065,37122.76951,"Near the W section line of Sec. 2, Dieter Twp. Roseau Co.",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Pontius, F.",346486,14,5,1939,USA,OHIO,Adams,Mineral Springs,,-83.474173,38.841681,21939.71416,,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Knepp, T.H.",NA,,6,1939,USA,PENNSYLVANIA,Adams,NA,NA,-77.21773,39.869471,20678.47343,"vicinity of Kawahwa, 3 mi W of Arendtsville",,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Knepp, T.H.",NA,12,7,1939,USA,PENNSYLVANIA,Adams,NA,NA,-77.21773,39.869471,20678.47343,"Nawakwa, near Trimmer farm, 1 mi SW of camp",,NA,NA,1
Rhamnus alnifolia,CM,CM Collection Manager,"Bright, J.",NA,4,7,1939,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,Perrymont,low field bordering small sedge area,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Jennings, O.E.",NA,1,4,1939,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,"Pine Creek, 0.5 mi SE of Wildwood",,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Berkheimer, D.",NA,2,7,1939,USA,PENNSYLVANIA,Bedford,NA,NA,-78.48998,39.997115,28888.68568,2.5 mi NW of Pavia,wooded slope,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Jennings, O.E.",NA,23,7,1939,USA,PENNSYLVANIA,Butler,NA,NA,-79.91896,40.913834,25497.84581,"Thorn Creek Valley, 3 mi SE of Renfrew",,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Jennings, O.E.; Jennings, G.K.",NA,NA,5,1939,USA,PENNSYLVANIA,Fayette,NA,NA,-79.644586,39.914115,25525.87618,Ohiopyle,,NA,NA,1
Alnus incana,CM,CM Collection Manager,"Jennings, O.E.",NA,8,10,1939,USA,PENNSYLVANIA,Somerset,NA,NA,-79.028486,39.981297,29761.28598,Lambertville,,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Shinners, L.H.",v0161166WIS,29,7,1939,USA,WISCONSIN,Door,Sturgeon Bay,About 3mi. NE of Sturgeon Bay.,-87.087936,45.067808,19933.67419,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Throne, Alvin L.",UWM0000699,21,6,1939,USA,WISCONSIN,Florence,,Lost Lake,-88.400322,45.849646,20061.83838,,[UWM5082],NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Marks, J.B.",v0138636WIS,17,8,1939,USA,WISCONSIN,La Crosse,Coon Valley,"Near Coon Valley, Vernon County",-91.111758,43.908222,19297.11974,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Martin, Walter W.",UWM0000708,28,10,1939,USA,WISCONSIN,Manitowoc,Two Rivers,,-87.313828,44.105108,22037.48048,,[UWM9397],NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Kruschke, Emil P.",UWGB6637,12,9,1939,USA,WISCONSIN,Sheboygan,Lyndon,,-87.730546,43.746002,20530.388,,,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Marks, J.B.",v0161195WIS,13,7,1939,USA,WISCONSIN,Vernon,Coon Valley,,-90.815226,43.599858,25545.89296,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Marks, J.B.",v0009782WIS,10,5,1939,USA,WISCONSIN,Vernon,Coon Valley,,-90.815226,43.599858,25545.89296,,,NA,NA,1
Alnus incana,CM,CM Collection Manager,"Grimm, W.",NA,2,7,1939,USA,WEST VIRGINIA,Preston,NA,NA,-79.668865,39.46903,23127.61747,Lake Terra Alta,,NA,NA,1
Fraxinus americana L.,ACAD Acadia University,GBIF Search,"Mclellan, JW",ECS018352,27,5,1939,Canada,NOVA SCOTIA,Kings,NA,NA,-64.49592,45.07662,NA,Kentville,NA,NA,NA,0
Fraxinus americana L.,ACAD Acadia University,GBIF Search,"Mclellan, JW",ECS018353,11,7,1939,Canada,NOVA SCOTIA,Kings,NA,NA,-64.49592,45.07662,NA,Kentville,NA,NA,NA,0
Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung,UConn,GBIF Search,John Bright,CONN00017324,7,10,1939,USA,PENNSYLVANIA,Somerset,NA,"Berlin, Somerset",-78.95805,39.92055,20000,NA,NA,NA,NA,0
Alnus serrulata,US,GBIF Search,NA,3371813,27,8,1939,USA,VIRGINIA,Fairfax,NA,"Alexandria, Hunting Creek.",-77.05083,38.78944,NA,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,UConn,GBIF Search,K.P. Jansson,CONN00017366,24,9,1939,USA,CONNECTICUT,New London,NA,Groton,-72.03027,41.34583,NA,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,UConn,GBIF Search,K.P. Jansson,CONN00017350,24,9,1939,USA,CONNECTICUT,New London,NA,Trails Corner,-72.05777,41.34138,20000,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,UConn,GBIF Search,K.P. Jansson,CONN00017360,24,9,1939,USA,CONNECTICUT,New London,NA,Trails Corner,-72.05777,41.34138,20000,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,UConn,GBIF Search,Mildred T. Travis,CONN00017358,5,10,1939,USA,CONNECTICUT,Tolland,NA,Donovan's Pond,-72.26083,41.78944,20000,NA,NA,NA,NA,0
Fraxinus americana,US,GBIF Search,NA,1813016,27,8,1939,USA,VIRGINIA,Fauquier,NA,"North of Hopewell Gap, western slope of Bull Run",-77.70639,38.86639,NA,NA,NA,NA,NA,0
Fraxinus americana L.,UConn,GBIF Search,"Merriam, James Sheldon",CONN00127696,15,5,1939,USA,MASSACHUSETTS,Worcester,NA,Southborough,-71.53333,42.3,20000,NA,NA,NA,NA,0
Fraxinus americana L.,UConn,GBIF Search,Burton N. Gates,CONN00127692,19,5,1939,USA,MASSACHUSETTS,Worcester,NA,Sutton,-71.76277,42.15,5000,NA,NA,NA,NA,0
Fraxinus americana L.,UConn,GBIF Search,M.H. Picard,CONN00127689,24,5,1939,USA,MASSACHUSETTS,Worcester,NA,Warren,-72.19111,42.2125,5000,NA,NA,NA,NA,0
Fraxinus americana L.,UConn,GBIF Search,Jane T. Richardson,CONN00127695,9,5,1939,USA,MASSACHUSETTS,Worcester,NA,Sterling,-71.76055,42.4375,5000,NA,NA,NA,NA,0
Fraxinus americana L.,UConn,GBIF Search,Mildred T. Travis,CONN00127663,27,9,1939,USA,CONNECTICUT,Tolland,NA,Storrs,-72.24944,41.80833,5000,NA,NA,NA,NA,0
Hamamelis virginiana L.,F,GBIF Search,R. A. Schneider,1461778,24,9,1939,USA,ILLINOIS,Kankakee,NA,NA,-87.8667,41.15,NA,NA,NA,NA,NA,0
Hamamelis virginiana L.,UConn,GBIF Search,Mildred T. Travis,CONN00019594,7,10,1939,USA,CONNECTICUT,Tolland,NA,Mansfield,-72.22944,41.78833,NA,NA,NA,NA,NA,0
Hamamelis virginiana L.,UConn,GBIF Search,K.P. Jansson,CONN00019618,16,7,1939,USA,CONNECTICUT,Hartford,NA,New Britain,-72.77972,41.66111,5000,NA,NA,NA,NA,0
Fraxinus americana,CM,CM Collection Manager,"Duncan, W.H.",NA,12,9,1940,USA,GEORGIA,Madison,NA,NA,-83.203637,34.128485,15255.89641,along South River 1 mi S of Danielsville,in pastured woods in bottmland,NA,NA,1
Hamamelis virginiana,MOR,http://quercus.mortonarb.org/,L. C. Hawkinson,NA,2,10,1940,USA,ILLINOIS,DuPage,NA,NA,-88.086038,41.852058,16431.56401,,NA,NA,NA,1
Rhamnus alnifolia,MOR,http://quercus.mortonarb.org/,L. C. Hawkinson,NA,27,9,1940,USA,ILLINOIS,DuPage,NA,NA,-88.086038,41.852058,16431.56401,,NA,NA,NA,1
Alnus incana,MOR,http://quercus.mortonarb.org/,L. C. Hawkinson,NA,15,10,1940,USA,ILLINOIS,DuPage,NA,NA,-88.086038,41.852058,16431.56401,,NA,NA,NA,1
Rhamnus alnifolia,MOR,http://quercus.mortonarb.org/,L. C. Hawkinson,NA,27,9,1940,USA,ILLINOIS,DuPage,NA,NA,-88.086038,41.852058,16431.56401,,NA,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Moore, John, W.",370967,25,6,1940,USA,MINNESOTA,Aitkin,,,-93.41976,46.602446,38753.22954,North of McGrath. Aitkin Co.,,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Moore, John, W.",370934,28,9,1940,USA,MINNESOTA,Anoka,,,-93.242723,45.27411,18674.50519,Anoka County...E shore of Tamarack Lake.,,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Moore, John, W.",366952,3,9,1940,USA,MINNESOTA,Carlton,,,-92.671044,46.603818,26648.43335,"Valley of little stream, 3 mi S of Black Hoof",,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Lakela, Olga",362451,4,7,1940,USA,MINNESOTA,Cook,,,-90.29019,47.538571,34601.80157,"BWCA / Superior NFWindigo Point, Sea Gull Lake, Cook Co.",,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Butters, F., K.",400572,30,6,1940,USA,MINNESOTA,Cook,,,-90.29019,47.538571,34601.80157,"BWCA / Superior NF Cook Co.; on island on W side of South Fowl Lake, T64N, R3E",,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Lakela, Olga",361017,12,5,1940,USA,MINNESOTA,St. Louis,,,-92.463645,47.583852,71766.80537,"Nopeming bluff, Hwy. 61.",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,Wolfe,346724,2,6,1940,USA,OHIO,Hocking,,,-82.483445,39.490342,18637.24112,,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,Wolfe,346621,2,6,1940,USA,OHIO,Hocking,,,-82.483445,39.490342,18637.24112,Neotoma,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"DeHays, B.F.",346517,9,8,1940,USA,OHIO,Union,,,-83.367042,40.295901,18866.01358,,,NA,NA,1
Rhamnus alnifolia,CM,CM Collection Manager,"Bright, J.",NA,4,7,1940,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,Perrymont,bordering small sedge swamp,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Berkheimer, D.",NA,2,9,1940,USA,PENNSYLVANIA,Bedford,NA,NA,-78.48998,39.997115,28888.68568,2.5 mi WNW of fossilville,wet woods,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Jennings, O.E.",NA,29,9,1940,USA,PENNSYLVANIA,Bedford,NA,NA,-78.48998,39.997115,28888.68568,Sulphur Springs,,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Henry, L.K.",NA,9,5,1940,USA,PENNSYLVANIA,Butler,NA,NA,-79.91896,40.913834,25497.84581,"Watsons Run, 2 mi S of Leasureville",,NA,NA,1
Alnus incana,CM,CM Collection Manager,"Henry, L.K.",NA,16,9,1940,USA,PENNSYLVANIA,Butler,NA,NA,-79.91896,40.913834,25497.84581,2 mi W of West Liberty,swamp,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Henry, L.K.",NA,NA,7,1940,USA,PENNSYLVANIA,Clearfield,NA,NA,-78.473749,41.000249,30720.19393,"vicinity of Game Refuge Headquarters, Girard Township",,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Henry, L.K.",NA,NA,7,1940,USA,PENNSYLVANIA,Clearfield,NA,NA,-78.473749,41.000249,30720.19393,"Game Refuge Headquarters, NW Girard Township",,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Fogg, J.M.",NA,15,8,1940,USA,PENNSYLVANIA,Clinton,NA,NA,-77.649141,41.245301,27056.80862,"bordering Bear Swamp, 5.5 mi NW of Beech Creek",thickets,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Jennings, O.E.; Lewis, J.F.",NA,24,8,1940,USA,PENNSYLVANIA,Fayette,NA,NA,-79.644586,39.914115,25525.87618,"1 mi N of West Virginia line, along Laurel Run below Wymps Gap",,NA,NA,1
Alnus incana,CM,CM Collection Manager,"Jennings, O.E.",NA,22,9,1940,USA,PENNSYLVANIA,Mercer,NA,NA,-80.252786,41.300014,23547.47003,"Hardwood Forest, 2 mi NE of Grove City",,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Jennings, O.E.",NA,22,9,1940,USA,PENNSYLVANIA,Mercer,NA,NA,-80.252786,41.300014,23547.47003,2 mi NE of Grove City,hardwood forest,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Jennings, O.E.",NA,2,6,1940,USA,PENNSYLVANIA,Mercer,NA,NA,-80.252786,41.300014,23547.47003,"along Wolf Creek, vicinity of Grove City",,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Fender, F.S.",NA,11,6,1940,USA,PENNSYLVANIA,Mifflin,NA,NA,-77.620661,40.61189,18408.19719,3 mi N of Wagner,swampy woods,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Henry, L.K.",NA,23,5,1940,USA,PENNSYLVANIA,Washington,NA,NA,-80.252132,40.200005,26580.40233,"above junction with Buck Run, along N side of Buffalo Creek",woods,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006302WIS,6,5,1940,USA,WISCONSIN,Bayfield,Cable,Namakogon River,-91.177282,46.634199,34905.27072,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Fassett, N.C.",v0006395WIS,5,5,1940,USA,WISCONSIN,Monroe,,Near Mill Bluff W of Camp Douglas,-90.619969,43.945175,27250.98806,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Berg, G.H.",UWM0000707,4,10,1940,USA,WISCONSIN,Ozaukee,Lake Church,,-87.496553,43.360715,13861.92725,,[UWM9218],NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Shinners, L.H.",v0006481WIS,2,9,1940,USA,WISCONSIN,Sheboygan,,Sheboygan Marsh,-87.730546,43.746002,20530.388,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Potzger, J.E.",v0006285WIS,8,7,1940,USA,WISCONSIN,Vilas,Trout Lake,0.25mi NE of Trout Lake,-89.501254,46.049848,26574.43673,,[Collection date given as: 7-8-1940],NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Shinners, L.H.",v0138711WIS,26,6,1940,USA,WISCONSIN,Washington,Granville,1.5 mi NW of Granville [Milwaukee Co.],-88.232917,43.391156,18843.55374,,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Davis, H.A.; Davis, T.",NA,21,6,1940,USA,WEST VIRGINIA,Grant,NA,NA,-79.195064,39.105988,19838.23409,Cabins. At edge of North Fork River,,NA,NA,1
