SpeciesName,HerbariumCode,Source,Collector,RecordNumber,CollectionDay,CollectionMonth,CollectionYear,Country,Admin1,Admin2,Admin3,Locality,Longitude,Latitude,CoordUncertainty,LocationNotes,EcologyNotes,AnalysisNotes,Remove,CountyLevelOnly
Hamamelis virginiana,CM,CM Collection Manager,"Wilkinson, E.",NA,22,5,1836,USA,OHIO,Richland,NA,NA,-82.542715,40.774167,20206.65052,Mansfield,woods,NA,NA,1
Alnus incana,CM,CM Collection Manager,"Wolle, J.",NA,,NA,1838,USA,PENNSYLVANIA,Northampton,NA,NA,-75.307447,40.752791,17457.4895,"Bethlehem, Northampton-Lehigh Co.",along stream,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Wolle, J.",NA,,NA,1838,USA,PENNSYLVANIA,Northampton,NA,NA,-75.307447,40.752791,17457.4895,"Bethlehem, Northampton-Lehigh Co.",along stream,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Wolle, J.",NA,,NA,1838,USA,PENNSYLVANIA,Northampton,NA,NA,-75.307447,40.752791,17457.4895,"Bethlehem, Northampton-Lehigh Co.",along creek,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Rossbach, G.B.",NA,18,10,1852,USA,WEST VIRGINIA,Ritchie,NA,NA,-81.066317,39.177112,19303.61396,"N fork of Hughes River, SW of Cairo","small hardwoods, slope above river",NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,ACH; FWM,NA,7,7,1854,USA,NEW YORK,Orange,NA,NA,-74.306252,41.40241,25868.30331,West Point,,NA,NA,1
Hamamelis virginiana,BKL,bbg_herb_scrape.R,"Brainerd, G. B.",319443,NA,11,1864,USA,NEW YORK,Rensselaer,,West Troy,-73.513845,42.710421,23192.1685,NA,NA,NA,NA,1
Fraxinus americana L.,MO,GBIF Search,NA,100194437,22,10,1865,USA,MISSOURI,Jefferson,NA,Kimmswick,-90.36,38.37,NA,NA,NA,NA,NA,0
Rhamnus alnifolia,CM,CM Collection Manager,"Orlady, M.E.",NA,30,4,1868,USA,PENNSYLVANIA,Huntingdon,NA,NA,-77.968584,40.422321,26852.73021,"McCahans Swamp, Birmingham",,NA,NA,1
Hamamelis virginiana L.,F,GBIF Search,H. H. Babcock,33408,9,10,1869,USA,ILLINOIS,Cook,NA,Glencoe,-87.75,42.1333,NA,NA,NA,NA,NA,0
Alnus incana subsp. rugosa,OS,http://herbarium.osu.edu/,"Beardslee, H.C.",283066,0,0,1871,USA,OHIO,Lake,Painesville,,-81.392643,41.924116,13694.86539,,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Commons, A.",NA,1,9,1872,USA,DELAWARE,New Castle,NA,NA,-75.644132,39.575915,18746.67766,Centerville,,NA,NA,1
Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen,UConn,GBIF Search,F.W. Hall,CONN00017281,8,10,1873,USA,CONNECTICUT,New Haven,NA,New Haven,-72.92805,41.30805,20000,NA,NA,NA,NA,0
Alnus rugosa,YPM,GBIF Search,G. W. Hawes,YPM YU 056249,4,1,1873,USA,CONNECTICUT,New Haven,NA,New Haven,-72.9246,41.3113,NA,NA,NA,NA,NA,0
Alnus rugosa,YPM,GBIF Search,F. W. Hall,YPM YU 056242,10,8,1873,USA,CONNECTICUT,New Haven,NA,Orange,-73.0272,41.2826,NA,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,UConn,GBIF Search,Franklin Wilson Hall,CONN00017363,8,4,1873,USA,CONNECTICUT,New Haven,NA,Hamden,-72.92222,41.39777,NA,NA,NA,NA,NA,0
Hamamelis virginiana,YPM,GBIF Search,G. W. Hawes,YU.052235,15,10,1873,USA,CONNECTICUT,New Haven,NA,New Haven,-72.9246,41.3113,NA,NA,NA,NA,NA,0
Hamamelis virginiana,YPM,GBIF Search,G. W. Hawes,YPM YU 052235,15,10,1873,USA,CONNECTICUT,New Haven,NA,New Haven,-72.9316,41.407,NA,NA,NA,NA,NA,0
Fraxinus americana,CM,CM Collection Manager,Morong,NA,NA,NA,1874,USA,MASSACHUSETTS,Essex,NA,NA,-70.865107,42.642711,20151.38088,Ipswich,dry streams,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Patterson, B.H.",NA,9,6,1874,USA,PENNSYLVANIA,Cambria,NA,NA,-78.715284,40.494127,23822.03155,Johnstown,,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Patterson, B.H.",NA,24,7,1874,USA,PENNSYLVANIA,Cambria,NA,NA,-78.715284,40.494127,23822.03155,Johnstown,,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Patterson, B.H.",NA,14,7,1875,USA,PENNSYLVANIA,Cambria,NA,NA,-78.715284,40.494127,23822.03155,Johnstown,,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Wolle, J.",NA,5,5,1875,USA,PENNSYLVANIA,Huntingdon,NA,NA,-77.968584,40.422321,26852.73021,1st bridge of Birmingham,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"James, J.F.",346533,4,6,1876,USA,OHIO,Clermont,Loveland,,-84.149614,39.052084,19305.95043,,,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"James, J.F.",351280,1,10,1876,USA,OHIO,Clermont,Loveland,,-84.149614,39.052084,19305.95043,,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"James, D.L.",346532,0,0,1876,USA,OHIO,Clinton,,,-83.814542,39.414041,18355.57498,,,NA,NA,1
Rhamnus alnifolia L'H̩r.,ACAD Acadia University,GBIF Search,"Hay, GU",ECS019041,29,7,1876,Canada,NEW BRUNSWICK,Restigouche,NA,NA,-66.68351,47.999336,NA,Campbellton,NA,NA,NA,0
Fraxinus americana,US,GBIF Search,NA,145377,9,7,1876,USA,VIRGINIA,Prince William,NA,Occoquan Creek,-77.22639,38.65417,NA,NA,NA,NA,NA,0
Hamamelis virginiana,CM,CM Collection Manager,"Guttenberg, G.",NA,,10,1877,USA,OHIO,Belmont,NA,NA,-80.967727,40.017682,20945.08921,St. Clairsville Rd,,NA,NA,1
Alnus incana,CM,CM Collection Manager,"Mertz, H.N.",NA,17,7,1877,USA,WEST VIRGINIA,Preston,NA,NA,-79.668865,39.46903,23127.61747,Cranberry [now Terra Alta],,NA,NA,1
Alnus serrulata var. vulgaris,US,GBIF Search,J. Chickering,799918,11,3,1877,USA,DISTRICT OF COLUMBIA,District of Columbia,NA,Washington DC Area,-77.03667,38.895,NA,NA,NA,NA,NA,0
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Kassube, J., C.",152187,1,5,1878,USA,MINNESOTA,Hennepin,,,-93.475185,45.006064,21363.30381,Minneapolis,,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Roberts, Thomas, S.",97274,1,6,1878,USA,MINNESOTA,St. Louis,,,-92.463645,47.583852,71766.80537,Duluth,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Davis, J.J.",v0054241WIS,16,9,1878,USA,WISCONSIN,Racine,Racine,,-87.414676,42.754075,16556.56924,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Davis, J.J.",v0054242WIS,6,10,1878,USA,WISCONSIN,Racine,Racine,,-87.414676,42.754075,16556.56924,,,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Mertz, H.",NA,5,10,1878,USA,WEST VIRGINIA,Ohio,NA,NA,-80.620728,40.098932,9340.242885,near Wheeling,,NA,NA,1
Rhamnus alnifolia,OS,http://herbarium.osu.edu/,"Spence, Mrs EJ",388849,28,5,1879,USA,OHIO,Champaign,Cedar Swamp,,-83.767542,40.132759,18799.00879,,,NA,NA,1
Rhamnus alnifolia,OS,http://herbarium.osu.edu/,C.J. S.,388865,24,5,1879,USA,OHIO,Champaign,Cedar Swamp,,-83.767542,40.132759,18799.00879,,,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Guttenberg, G.",NA,20,9,1879,USA,PENNSYLVANIA,Erie,NA,NA,-80.096386,42.117952,25667.83276,Lake Pleasant,b S of Erie,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Guttenberg, G.",NA,12,7,1879,USA,PENNSYLVANIA,Erie,NA,NA,-80.096386,42.117952,25667.83276,"Evans Woods, Erie",,NA,NA,1
Rhamnus alnifolia,CM,CM Collection Manager,"Pringle, C.G.",NA,18,5,1879,USA,VERMONT,Chittenden,NA,NA,-73.070525,44.460675,21032.47913,Charlotte,,NA,NA,1
Fraxinus americana,YPM,GBIF Search,B. Livingston,YPM YU 059340,24,5,1879,USA,CONNECTICUT,New Haven,NA,Maltby Park,-72.9247,41.3114,NA,NA,NA,NA,NA,0
Fraxinus americana,CM,CM Collection Manager,"Guttenberg, G.",NA,30,5,1880,USA,PENNSYLVANIA,Erie,NA,NA,-80.096386,42.117952,25667.83276,"Wintergreen Gulf, Presque Isle",,NA,NA,1
Hamamelis virginiana,YPM,GBIF Search,J. Harger,YPM CBS 017155,11,9,1880,USA,CONNECTICUT,New Haven,NA,Oxford,-73.1351,41.4313,NA,NA,NA,NA,NA,0
Alnus rugosa,YPM,GBIF Search,NA,YPM YU 056257,7,8,1882,USA,CONNECTICUT,New Haven,NA,Rose Pond,-72.7986,41.2858,NA,NA,NA,NA,NA,0
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Manning, Sara, M.",97282,30,6,1883,USA,MINNESOTA,Wabasha,,,-92.23334,44.289693,20764.31,Near Lake City.,,NA,NA,1
Hamamelis virginiana var. parvifora,OS,http://herbarium.osu.edu/,M.; W.V.,351308,20,10,1883,USA,OHIO,Lorain,Elyria,,-82.179722,41.438805,20121.46146,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"True, R.H.",v0006204WIS,12,7,1883,USA,WISCONSIN,Sauk,,Devil's Lake,-89.943329,43.427998,26172.71727,,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Lloyd, C.G.",346582,11,5,1884,USA,OHIO,Hamilton,Cincinnati,,-84.544187,39.196927,18293.16999,Near city,,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Shafer, J.A.",NA,16,11,1884,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,"back of Allegheny Cemetery, Pittsburgh",,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Shafer, J.A.",NA,16,11,1884,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,"Pittsburgh, 18th Ward",rocky woods,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Shafer, J.A.",NA,17,8,1884,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,"Darlingtons Hollow, near Sharpsburg",,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Shafer, J.A.",NA,,10,1884,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,"Pittsburgh, 18th Ward",rocky woods,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Shafer, J.A.",NA,2,11,1884,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,"Schenley Hollow, 18th Ward, Pittsburgh",,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Shafer, J.A.",NA,27,4,1884,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,branch of Squaw Run,,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Holland, W.J.",NA,,NA,1884,USA,PENNSYLVANIA,Cambria,NA,NA,-78.715284,40.494127,23822.03155,Cresson,,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Sandberg, J., H.",97256,1,5,1885,USA,MINNESOTA,Goodhue,,,-92.716,44.406178,24979.01564,Red Wing,,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Mellor, C.C.",NA,8,10,1885,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,Moon Run,river bank,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Mellor, C.C.",NA,17,9,1885,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,"Sharpsburg, Darlington Run",,NA,NA,1
Alnus serrulata,YPM,GBIF Search,E. B. Harger,YPM CBS 023605,9,7,1885,USA,CONNECTICUT,New Haven,NA,Oxford,-73.1351,41.4313,NA,NA,NA,NA,NA,0
Hamamelis virginiana,M,GBIF Search,"Seymour, A.B.",M-0017361 / 3635 / 2295,15,8,1885,USA,NA,Hampden,NA,"Monson, Mass.",-72.316666,42.1,NA,NA,NA,NA,NA,0
Hamamelis virginiana,YPM,GBIF Search,A. L. Winton,YPM YU 052237,15,10,1885,USA,CONNECTICUT,New Haven,NA,Hamden,-72.9216,41.396,NA,NA,NA,NA,NA,0
Hamamelis virginiana,MSC,http://www.herbarium.msu.edu/,Unknown,MSC0118898,NA,NA,1886,USA,MICHIGAN,Ingham,NA,NA,-84.373811,42.603534,21412.04625,"Lansing, Michigan.",On sprouts.,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Arthur, J., C.",97262,22,7,1886,USA,MINNESOTA,St. Louis,,,-92.463645,47.583852,71766.80537,Vermilion Lake.,,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Arthur, J., C.",152178,28,7,1886,USA,MINNESOTA,St. Louis,,,-92.463645,47.583852,71766.80537,Mud Lake  [other collections indicated this was near Lake Vermilion],,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Manning, Sara, M.",152181,23,6,1886,USA,MINNESOTA,Wabasha,,,-92.23334,44.289693,20764.31,near Lake City,,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Holzinger, John, M.",264250,1,5,1886,USA,MINNESOTA,Winona,,,-91.776708,43.982268,22721.25844,"Mississippi River, Winona Co.",,NA,NA,1
Rhamnus alnifolia,OS,http://herbarium.osu.edu/,"Werner, W.C.",388854,12,5,1886,USA,OHIO,Lake,Painesville,,-81.392643,41.924116,13694.86539,collected near Painesville,,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Leonard, F.E.",351321,26,7,1886,USA,OHIO,Lorain,Oberlin,,-82.179722,41.438805,20121.46146,,,NA,NA,1
Alnus incana subsp. rugosa,OS,http://herbarium.osu.edu/,"Wilkinson, E.",345524,0,8,1886,USA,OHIO,Richland,Mansfield,,-82.542715,40.774167,20206.65052,,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Shafer, J.A.",NA,,10,1886,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,Pittsburgh,low woods,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Shafer, J.A.",NA,,5,1886,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,Little Sawmill Run,low woods,NA,NA,1
Rhamnus alnifolia,CM,CM Collection Manager,"Patterson, B.H.",NA,3,7,1886,USA,PENNSYLVANIA,Crawford,NA,NA,-80.107811,41.68684,28888.7061,Pymatuning Swamp,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Miller, J.",NA,20,5,1886,USA,PENNSYLVANIA,Erie,NA,NA,-80.096386,42.117952,25667.83276,Evans Woods,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Porter, T.C.",NA,29,8,1886,USA,PENNSYLVANIA,Northampton,NA,NA,-75.307447,40.752791,17457.4895,Easton,,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Porter, T.C.",NA,20,10,1886,USA,PENNSYLVANIA,Northampton,NA,NA,-75.307447,40.752791,17457.4895,"Easton, College Hill",,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Davis, J.J.",v0161189WIS,26,5,1886,USA,WISCONSIN,Racine,Racine,,-87.414676,42.754075,16556.56924,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Kremers, Edward",v0009785WIS,10,9,1886,USA,WISCONSIN,Sheboygan,,,-87.730546,43.746002,20530.388,,,NA,NA,1
Alnus serrulata,YPM,GBIF Search,A. W. Evans,YPM YU 056275,4,8,1886,USA,CONNECTICUT,New Haven,NA,New Haven,-72.9246,41.3113,NA,NA,NA,NA,NA,0
Fraxinus americana,YPM,GBIF Search,A. L. Winton,YPM YU 059335,16,8,1886,USA,CONNECTICUT,Litchfield,NA,W. Shore Lake Waramaug,-73.3144,41.6522,NA,NA,NA,NA,NA,0
Fraxinus americana,YPM,GBIF Search,A. L. Winton,YPM YU 059334,2,5,1886,USA,CONNECTICUT,New Haven,NA,Orange,-73.0272,41.2826,NA,NA,NA,NA,NA,0
Hamamelis virginiana,MSC,http://www.herbarium.msu.edu/,Unknown,MSC0118906,NA,NA,1887,USA,MICHIGAN,Ingham,NA,NA,-84.373811,42.603534,21412.04625,"Lansing, Michigan",,NA,NA,1
Hamamelis virginiana,MSC,http://www.herbarium.msu.edu/,Unknown,MSC0118897,NA,NA,1887,USA,MICHIGAN,Ingham,NA,NA,-84.373811,42.603534,21412.04625,"Lansing, Mich.",,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"McCormick, L.M.",351315,30,10,1887,USA,OHIO,Lorain,Oberlin,,-82.179722,41.438805,20121.46146,,,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Wilkinson, E.",351305,0,0,1887,USA,OHIO,Wayne,West Salem,,-81.887194,40.829661,21389.09815,Collected autumn,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Patterson, B.H.",NA,18,8,1887,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,no further locality,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Patterson, B.H.",NA,15,9,1887,USA,PENNSYLVANIA,Allegheny,NA,NA,-79.98092,40.46892,24533.38859,Salt Works,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Davis, J.J.",v0006437WIS,24,7,1887,USA,WISCONSIN,Racine,Racine,Hansche's woods,-87.414676,42.754075,16556.56924,,,NA,NA,1
Alnus serrulata (Aiton) Willd.,MO,GBIF Search,H. Eggert,3516113,20,9,1887,USA,MISSOURI,Jefferson,NA,Near Allenton,-90.68,38.5,NA,NA,NA,NA,NA,0
Hamamelis virginiana,YPM,GBIF Search,E. B. Harger,YPM CBS 017156,10,10,1887,USA,CONNECTICUT,New Haven,NA,Oxford,-73.1351,41.4313,NA,NA,NA,NA,NA,0
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Craig, M.",351267,0,11,1888,USA,OHIO,Franklin,Columbus,,-83.008258,39.969447,20946.26329,Neils Run,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Leonard, F.E.",346575,0,9,1888,USA,OHIO,Lorain,Oberlin,,-82.179722,41.438805,20121.46146,,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Miller, J.",NA,13,5,1888,USA,PENNSYLVANIA,Erie,NA,NA,-80.096386,42.117952,25667.83276,Evans Woods,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Kellogg, Theo. S.",v0009830WIS,18,8,1888,USA,WISCONSIN,Brown,De Pere,,-87.995926,44.473961,20897.4043,,ex Herbarium Teho. S. Kellogg  [FL],NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Hollister, O.L.",NA,,NA,1888,USA,WISCONSIN,Milwaukee,NA,NA,-87.481575,43.017655,14107.32216,Oak Creek,,NA,NA,1
Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen,UConn,GBIF Search,E.B. Harger,CONN00056089,16,4,1888,USA,CONNECTICUT,New Haven,NA,Oxford,-73.13527,41.43,NA,NA,NA,NA,NA,0
Alnus incana,US,GBIF Search,G. Sudworth,475833,31,7,1888,USA,DISTRICT OF COLUMBIA,District of Columbia,NA,Agricultural grounds,-77.03056,38.88917,NA,NA,NA,NA,NA,0
Alnus incana,US,GBIF Search,G. Sudworth,475835,31,7,1888,USA,DISTRICT OF COLUMBIA,District of Columbia,NA,Agricultural grounds,-77.03056,38.88917,NA,NA,NA,NA,NA,0
Alnus serrulata,CM,CM Collection Manager,"Earle, F.S.",NA,5,4,1889,USA,MISSISSIPPI,Jackson,NA,NA,-88.619991,30.458491,24410.07514,Shutacabuff River,,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,W.; A.A.,351323,30,7,1889,USA,OHIO,Licking,Oberlin,,-82.481251,40.093609,23720.58051,,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Day, M.E.",346617,7,7,1889,USA,OHIO,Lorain,Sheffield,,-82.179722,41.438805,20121.46146,,,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Wright, A.A.",351318,1,8,1889,USA,OHIO,Lorain,Oberlin,,-82.179722,41.438805,20121.46146,,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Miller, J.",NA,13,5,1889,USA,PENNSYLVANIA,Erie,NA,NA,-80.096386,42.117952,25667.83276,Densmore Race,,NA,NA,1
Alnus serrulata var. vulgaris,US,GBIF Search,G. Sudworth,475852,29,3,1889,USA,MARYLAND,Montgomery,NA,Rock Creek Rock Creek Park & vicinity,-77.05778,38.89944,NA,NA,NA,NA,NA,0
Fraxinus americana,YPM,GBIF Search,E. B. Harger,YPM CBS 029510,13,6,1889,USA,CONNECTICUT,New Haven,NA,Oxford,-73.1351,41.4313,NA,NA,NA,NA,NA,0
Hamamelis virginiana L.,UConn,GBIF Search,A. Arthur Heller,CONN00063470,21,3,1889,USA,PENNSYLVANIA,Montour,NA,Danville,-76.61277,40.96333,20000,NA,NA,NA,NA,0
Rhamnus alnifolia,CM,CM Collection Manager,"Kofoid, C.A.",NA,10,7,1890,USA,MICHIGAN,Cheboygan,NA,NA,-84.495271,45.47612,24283.26946,"Lon-Blk, Lakes",,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Aiton, G., B.",536262,1,7,1890,USA,MINNESOTA,Hennepin,,,-93.475185,45.006064,21363.30381,[no further data],,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Sandberg, J., H.",152176,1,6,1890,USA,MINNESOTA,Hennepin,,,-93.475185,45.006064,21363.30381,Hennepin Co.,,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Sandberg, J., H.",458095,1,6,1890,USA,MINNESOTA,Lake,,,-91.411704,47.517111,41700.59818,North ShoreTwo Harbors,,NA,NA,1
Rhamnus alnifolia,OS,http://herbarium.osu.edu/,"Krebs, W.",388862,0,0,1890,USA,OHIO,Cuyahoga,Cleveland,,-81.724217,41.760392,19414.34436,,,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Wilcox, E.J.",351368,0,10,1890,USA,OHIO,Franklin,Sugar Grove,,-83.008258,39.969447,20946.26329,,,NA,NA,1
Alnus incana subsp. rugosa,OS,http://herbarium.osu.edu/,"Hine, J.S.",283082,22,8,1890,USA,OHIO,Henry,Napoleon,,-84.065882,41.335072,18519.35827,,,NA,NA,1
Rhamnus alnifolia,OS,http://herbarium.osu.edu/,"Hacker, O.",388863,0,0,1890,USA,OHIO,Lake,Painesville,,-81.392643,41.924116,13694.86539,,,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Kofoid, C.A.",351324,5,10,1890,USA,OHIO,Lorain,Kipton,,-82.179722,41.438805,20121.46146,,,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Kofoid, C.A.",351329,5,5,1890,USA,OHIO,Lorain,Kipton,,-82.179722,41.438805,20121.46146,,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Kellerman, W.A.",346498,26,8,1890,USA,OHIO,Meigs,Pomeroy,,-82.028397,39.089807,18830.32826,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Russell, H.L.",v0006363WIS,10,4,1890,USA,WISCONSIN,Columbia,Poynette,,-89.330472,43.471882,25122.0355,,,NA,NA,1
Alnus incana,CM,CM Collection Manager,"Mellor, C.C.",NA,25,7,1891,USA,MICHIGAN,Mackinac,NA,NA,-85.303756,46.167981,29020.69154,Mackinac Island,,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Aiton, G., B.",97277,1,7,1891,USA,MINNESOTA,Clearwater,,,-95.371117,47.575873,28697.46973,Itasca SPLake Itasca.,,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Sheldon, Edmund, P.",152185,1,5,1891,USA,MINNESOTA,Hennepin,,,-93.475185,45.006064,21363.30381,Lake Calhoun,,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Sheldon, Edmund, P.",152184,1,5,1891,USA,MINNESOTA,Hennepin,,,-93.475185,45.006064,21363.30381,Lake Calhoun,,NA,NA,1
Rhamnus alnifolia,MIN,http://search.bellmuseum.umn.edu/,"Sheldon, Edmund, P.",152173,1,5,1891,USA,MINNESOTA,Hennepin,,,-93.475185,45.006064,21363.30381,Lake Calhoun,,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Beardslee, H.C.; Kofoid, C.A.",NA,10,7,1891,USA,NORTH CAROLINA,Swain,NA,NA,-83.465614,35.568849,20863.60645,Great Smoky Mountains,river banks,NA,NA,1
Rhamnus alnifolia,OS,http://herbarium.osu.edu/,"Krebs, W.",388847,0,0,1891,USA,OHIO,Cuyahoga,Cleveland,,-81.724217,41.760392,19414.34436,Near Cleveland,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Cowles, H.C.",346571,4,5,1891,USA,OHIO,Lorain,Oberlin,,-82.179722,41.438805,20121.46146,,,NA,NA,1
Fraxinus americana,US,GBIF Search,G. Sudworth,478767,10,6,1891,USA,DISTRICT OF COLUMBIA,District of Columbia,NA,NA,-77.03667,38.895,NA,NA,NA,NA,NA,0
Fraxinus americana,US,GBIF Search,G. Sudworth,478765,10,6,1891,USA,DISTRICT OF COLUMBIA,District of Columbia,NA,NA,-77.03667,38.895,NA,NA,NA,NA,NA,0
Fraxinus americana,US,GBIF Search,G. Sudworth,478766,10,6,1891,USA,DISTRICT OF COLUMBIA,District of Columbia,NA,NA,-77.03667,38.895,NA,NA,NA,NA,NA,0
Fraxinus americana,YPM,GBIF Search,A. E. Carpenter,YPM CBS 029509,7,5,1891,USA,CONNECTICUT,Fairfield,NA,Norwalk,-73.4227,41.1185,NA,NA,NA,NA,NA,0
Fraxinus americana,YPM,GBIF Search,C. H. Bissell,YPM CBS 029516,17,4,1891,USA,CONNECTICUT,Hartford,NA,Spring Street near Quinnipiac River,-72.88,41.605,NA,NA,NA,NA,NA,0
Hamamelis virginiana,YPM,GBIF Search,A. E. Carpenter,YPM CBS 017153,28,5,1891,USA,CONNECTICUT,Fairfield,NA,bank of Factory Pond,-73.4228,41.1186,NA,NA,NA,NA,NA,0
Hamamelis virginiana L.,UConn,GBIF Search,C.K. Averill & E.H. Eames,CONN00057631,21,10,1891,USA,CONNECTICUT,Fairfield,NA,Bridgeport,-73.20472,41.16694,20000,NA,NA,NA,NA,0
Hamamelis virginiana L.,UConn,GBIF Search,Edwin H. Eames,CONN00019615,21,10,1891,USA,CONNECTICUT,Fairfield,NA,Bridgeport,-73.19611,41.18638,NA,NA,NA,NA,NA,0
