"SpeciesName","HerbariumCode","Source","Collector","RecordNumber","CollectionDay","CollectionMonth","CollectionYear","Country","Admin1","Admin2","Admin3","Locality","Longitude","Latitude","EcologyNotes"
"Alnus incana","WIS","wisc_herb_scrape.R","Rudolph, Em. D.","v0008076WIS","16","6","1959","USA","Wisconsin","Iron","Hurley","1mi S of Hurley on Rt. 51","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Larsen, James A.","v0008077WIS","9","10","1957","USA","Wisconsin","Vilas","","","0","0","[Collection date given as: 10/9/57]"
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0008078WIS","19","6","1958","USA","Wisconsin","Door","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Patman, Jacqueline","v0008079WIS","26","6","1959","USA","Wisconsin","Chippewa","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Meyer, R.","v0008080WIS","31","5","1960","USA","Wisconsin","Columbia","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Ruesch, Gordon","v0008081WIS","NA","NA","NA","USA","Wisconsin","Taylor","","","0","0","Collection date: 1958"
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0008082WIS","2","9","1959","USA","Wisconsin","Shawano","Eland","Between Eland and Birnamwood","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Snell, Katharine S.","v0008083WIS","24","8","1957","USA","Wisconsin","Forest","","Lake Julia","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Cowley, Gerald T.","v0008084WIS","21","6","1957","USA","Wisconsin","Taylor","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Strandberg, James O.","v0008085WIS","3","6","1961","USA","Wisconsin","Calumet","Brillion","1mi S of Brillion on Rt 114, Grass Lake Area","0","0","common"
"Alnus incana","WIS","wisc_herb_scrape.R","Beals, Edward W.","v0008086WIS","24","6","1959","USA","Wisconsin","Sawyer","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0008087WIS","16","7","1961","USA","Wisconsin","Vilas","","Vicinity of bridge over creek at entrance to Simpson Estate, SE end of Lac Vieux Desert","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Seymour, Frank C.","v0008088WIS","30","9","1950","USA","Wisconsin","Lincoln","Tomahawk","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Seymour, Frank C.","v0008089WIS","19","7","1954","USA","Wisconsin","Lincoln","Rock Falls","Route 107.  Along Wisconsin River.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Ebert, T.A.","v0008090WIS","15","8","1960","USA","Wisconsin","Chippewa","","Cather Lake","0","0","shrub 10' tall"
"Alnus incana","WIS","wisc_herb_scrape.R","Johnson, Miles","v0008091WIS","16","8","1960","USA","Wisconsin","Polk","Balsam Lake","","0","0","Very common; tree about 15 feet tall"
"Alnus incana","WIS","wisc_herb_scrape.R","White, Ray J.","v0008092WIS","23","6","1957","USA","Wisconsin","Waupaca","","E of road, S bank of Little Wolf River; border of sec 29 amp; 21","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0008093WIS","6","9","1958","USA","Wisconsin","Jackson","","Perry Creek Cranberry Corp.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Gale, Harriet","v0008094WIS","26","6","1957","USA","Wisconsin","Florence","","Co. U","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Schaars, John","v0008095WIS","9","8","1958","USA","Wisconsin","Vilas","","Trout River, from Trout Lake to Hy 51 bridge, on Red Arrow Camp side","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Patman, Jacqueline","v0008096WIS","15","6","1959","USA","Wisconsin","Oconto","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Gale, Harriet","v0008097WIS","24","6","1958","USA","Wisconsin","Oconto","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Gale, Harriet","v0008098WIS","24","6","1958","USA","Wisconsin","Oconto","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Grittinger, T.F.","v0008099WIS","16","10","1960","USA","Wisconsin","Sheboygan","Oostburg","1.5mi SE of Oostburg. Lake Michigan","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Schlising, Robert A.","v0008100WIS","10","6","1961","USA","Wisconsin","Marathon","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0008101WIS","6","9","1958","USA","Wisconsin","Jackson","","off Wis. 54","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0008102WIS","21","6","1958","USA","Wisconsin","Oconto","","E of Kelly Lake on CTH G","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Schlising, Robert A.","v0008103WIS","14","6","1960","USA","Wisconsin","Manitowoc","Maple Grove","1mi W, 0.25mi N of Maple Grove","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Snell, Katharine S.","v0008104WIS","25","8","1958","USA","Wisconsin","Oneida","Three Lakes","at One Stone Lake, between Clearwater Lake and Columbus Lake, about 4mi NW of Three Lakes","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Sheaffer, Wm.","v0008105WIS","22","5","1958","USA","Wisconsin","Marathon","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Gale, Harriet","v0008106WIS","24","6","1958","USA","Wisconsin","Oconto","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Ebert, T.A.","v0008107WIS","24","8","1960","USA","Wisconsin","Rusk","","Stewart's Dark Lake","0","0","small tree 8' tall"
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0008108WIS","29","5","1960","USA","Wisconsin","Chippewa","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Seymour, Frank C.","v0008115WIS","27","8","1955","USA","Wisconsin","Lincoln","Rock Falls","Wisconsin River","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Aussem, Daniel","v0043690WIS","25","8","1994","USA","Wisconsin","Vilas","","N edge of channel between Upper and Lower Buckatabon Lakes","0","0","More common along lake edge."
"Alnus incana","WIS","wisc_herb_scrape.R","Grether, D.F.","v0081374WIS","20","8","1979","USA","Wisconsin","Shawano","Wescott","Loon Lake Island, Loon Lake","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Jose, A.G.","v0081375WIS","28","5","1976","USA","Wisconsin","Chippewa","Elk Mound","Elk Creek areas, 2mi SE of Elk Mound town, adjacent to US 12 and Camp;NW RR.","0","0","Occurrence common"
"Alnus incana","WIS","wisc_herb_scrape.R","Leach, Mark K.","v0081376WIS","30","8","1985","USA","Wisconsin","Clark","","[SE of Curtiss]","0","0","Trees to 5 m forming thickets."
"Alnus incana","WIS","wisc_herb_scrape.R","Fields, Douglas M.","v0082886WIS","12","5","1994","USA","Wisconsin","Taylor","","adjacent to Diamond Lake County Park.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Fewless, Gary","v0104033WIS","15","8","1992","USA","Wisconsin","Door","Baileys Harbor","Bedrock Beach","0","0","[Dupl. of UWGB22609]"
"Alnus incana","WIS","wisc_herb_scrape.R","Williams, Mike","v0112528WIS","24","3","2001","USA","Wisconsin","Monroe","Camp Mccoy","Training Area C12, K Road; Military Coordinates: X,Y: 690580 4884670 [Y coord. not on label]","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0208436WIS","18","6","1998","USA","Wisconsin","Door","Detroit Island","Inland swamp near NW end of island.","0","0","Common."
"Alnus incana","WIS","wisc_herb_scrape.R","Konkel, Deborah","v0251258WIS","7","7","2006","USA","Wisconsin","Clark","","Lake Emerson. N end along NE shore. WBIC 1712800","-90.89","44.52",""
"Alnus incana","WIS","wisc_herb_scrape.R","Konkel, Deborah","v0251320WIS","1","8","2006","USA","Wisconsin","Chippewa","","Lake Glen Loch. On shore of peninsula jutting from E shore in upper portion of lake. WBIC 2151000","-91.4","44.96",""
"Alnus incana","WIS","wisc_herb_scrape.R","Merryman, A.C.","v0253686WIS","23","3","1910","USA","Wisconsin","Douglas","South Superior","So. Superior","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Merryman, A.C.","v0253772WIS","18","7","1910","USA","Wisconsin","Douglas","South Superior","So. Superior","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Widrlechner, Mark P.","v0259150WIS","4","8","2009","USA","Wisconsin","Iowa","","Spring Green Quad., 43.150667 N, 90.041800 W (NAD83); Population located in Tower Hill State Park;  floodplain of the Wisconsin River","-90.04","43.15",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Ambrose, Donn","cnnf00001","31","5","1992","USA","Wisconsin","Bayfield","","Northern Great Lakes Visitor Center","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Schulenberg, Raymond F.","MOR20101","26","8","1976","USA","Wisconsin","Walworth","","nw of Pell L., se of L. Geneva","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Read, Robert H.","MOR20103","27","6","1970","USA","Wisconsin","Kenosha","","sw of New Munster","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Thomson, John W., Jr.","SUWS012464","30","8","1942","USA","Wisconsin","Douglas","","Upper Brule Barrens","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Thomson, John W., Jr.","SUWS012465","2","7","1943","USA","Wisconsin","Douglas","","Upper Brule Valley","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Thomson, John W., Jr.","SUWS012466","12","9","1942","USA","Wisconsin","Douglas","Brule","Along the upper Brule above Stone's Bridge","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Thompson, Kathy L.","SUWS012467","2","7","1991","USA","Wisconsin","Trempealeau","Centerville","NW of Centerville, off of CTH F","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Thomson, John W., Jr.","SUWS012468","21","7","1944","USA","Wisconsin","Douglas","Maple","S of Maple","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Anderson, Jeffrey A.","SUWS013238","28","9","1999","USA","Wisconsin","Douglas","","Kimmes-Tobin Mitigated Wetlands","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB10504","31","5","1982","USA","Wisconsin","Door","Baileys Harbor","TOFT","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Trick, Joel A.","UWGB11144","18","8","1982","USA","Wisconsin","Door","Baileys Harbor","RIDGES","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Exxon","UWGB12658","14","6","1977","USA","Wisconsin","Forest","Crandon","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Dm","UWGB14190","14","6","1977","USA","Wisconsin","Forest","Crandon","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Meeker, James E.","UWGB15260","10","6","1983","USA","Wisconsin","Door","Baileys Harbor","OLD LIGHTHOUSE POINT","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB16162","28","4","1986","USA","Wisconsin","Brown","Green Bay","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB16253","5","8","1986","USA","Wisconsin","Door","Sevastopol","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB16428","19","8","1986","USA","Wisconsin","Marinette","Beaver","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB17654","12","6","1986","USA","Wisconsin","Door","Sevastopol","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB18248","8","5","1988","USA","Wisconsin","Brown","Howard","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB18591","28","6","1988","USA","Wisconsin","Door","Baileys Harbor","OLD LIGHTHOUSE POINT","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Rickey, Marlin","UWGB1895","17","5","1965","USA","Wisconsin","Brown","Eaton","LILY LAKE","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Rickey, Marlin","UWGB1896","17","5","1965","USA","Wisconsin","Brown","Eaton","LILY LAKE","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB18962","2","9","1988","USA","Wisconsin","Marinette","Dunbar","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Mowbray, Thomas","UWGB1897","23","6","1975","USA","Wisconsin","Door","Baileys Harbor","RIDGES","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB19837","15","6","1989","USA","Wisconsin","Door","Washington","WASH. IS.--JACKSON HARBOR","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB19937","24","7","1989","USA","Wisconsin","Door","Washington","WASH. IS.--JACKSON HARBOR","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB20094","21","8","1989","USA","Wisconsin","Marinette","Goodman","HOBACHEE LAKE","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB20321","4","7","1989","USA","Wisconsin","Marinette","Goodman","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB20357","6","7","1989","USA","Wisconsin","Door","Jacksonport","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB21231","28","7","1990","USA","Wisconsin","Marinette","Goodman","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB21572","6","5","1990","USA","Wisconsin","Marinette","Dunbar","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB21575","13","5","1990","USA","Wisconsin","Marinette","Goodman","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB21580","9","6","1990","USA","Wisconsin","Forest","Alvin","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB21935","2","6","1991","USA","Wisconsin","Marinette","Stephenson","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","UWGB22373","19","6","1992","USA","Wisconsin","Florence","Long Lake","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Trick, Joel A.","UWGB8776","11","7","1981","USA","Wisconsin","Brown","Green Bay","CROW ROAD","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Trick, Joel A.","UWGB8892","18","5","1981","USA","Wisconsin","Brown","Green Bay","CROW ROAD","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Dziekanowski, Chester","uwpl002855","26","5","1976","USA","Wisconsin","Bayfield","Grand View","12mi N of Drummond (or 4mi N of Grandview) on Hwy 63.","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Beck, Jason","UWSP138952","15","6","2004","USA","Wisconsin","Oneida","","8 mi by air W of Minocqua on the E side of Squirrel Lake on Schroeder Rd.","-89.87","45.87",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Tryon, R.M., Jr.","v0009108WIS","13","6","1938","USA","Wisconsin","Ozaukee","Cedarburg","3mi N of Cedarburg, Cedarburg Bog","0","0","[in fruit]"
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Cutler, H.C.","v0009109WIS","18","7","1934","USA","Wisconsin","Ozaukee","","Cedarburg Bog","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0013560WIS","14","6","1996","USA","Wisconsin","Douglas","Lake Nebagamon","on east side of Dergerman Rd. 3 mi N of village.","0","0","Site discovered by Jeff Nekola; Common"
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fields, Douglas M.","v0113473WIS","1","9","1994","USA","Wisconsin","Taylor","","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fields, Douglas M.","v0113474WIS","25","5","1994","USA","Wisconsin","Taylor","","Taylor County Forest","0","0","Only one small patch seen."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","","v0160981WIS","NA","NA","NA","USA","Wisconsin","","","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Nanz, Ralph J.","v0160982WIS","6","7","1934","USA","Wisconsin","Waukesha","Waukesha","Muckwonago Swamp","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fassett, N.C.","v0160983WIS","21","5","1938","USA","Wisconsin","Waushara","Wautoma","Headwaters of Lunch Creek","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","White, Keith L.","v0160984WIS","8","6","1961","USA","Wisconsin","Jefferson","Concord","Shrub Carr 4593 [SE of Concord]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0160985WIS","11","7","1959","USA","Wisconsin","Oconto","","N end of Island Lake (Lower I.L.) [NW of Mountain]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Habeck, James R.","v0160986WIS","2","8","1957","USA","Wisconsin","Florence","Fern","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0160987WIS","10","7","1959","USA","Wisconsin","Langlade","","Wis. 64, 0.5mi. W of Oconto Co. border. [NE of White Lake]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0160988WIS","16","6","1959","USA","Wisconsin","Marathon","Unity","County Park, 0.5mi. S of Unity [Clark Co.].","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0160989WIS","11","7","1959","USA","Wisconsin","Oconto","","N end of Island Lake (Lower I.L.) [NW of Mountain]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0160990WIS","2","9","1959","USA","Wisconsin","Marathon","Elderon","Elderon County Park","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0160991WIS","16","8","1959","USA","Wisconsin","Marinette","","About 2-3mi. E of Hwy 141 on CTH Z, 9mi. W of bridge. [SE of Pembine]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0160992WIS","5","7","1964","USA","Wisconsin","Oconto","Hickory Corners","N-side of CTH G, about 2mi. E of Kelly Lake. [NE of Hickory Corners]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Cheney, L.S.","v0160993WIS","27","6","1927","USA","Wisconsin","Grant","Glen Haven","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Wade, Douglas E.","v0160994WIS","24","5","1936","USA","Wisconsin","Jefferson","Lake Mills","quot;Farmer's Islandquot;","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Hansen, H.P.","v0160995WIS","28","7","1930","USA","Wisconsin","Jefferson","Lake Mills","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0160996WIS","13","6","1956","USA","Wisconsin","La Crosse","West Salem","West Salem Tamarack Bog [SW of West Salem]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Hartley, Thomas G.","v0160997WIS","3","7","1956","USA","Wisconsin","La Crosse","La Crosse","Along La Crosse River, Barre Twp. [NE of La Crosse]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Read, Robert H.","v0160998WIS","27","6","1970","USA","Wisconsin","Kenosha","New Munster","E of CTH KD 0.6mi. S of Wis. 50. New Munster Wildlife Area. [SW of New Munster]","0","0","Shrub 2-3ft. Rare."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Aumann, G.","v0160999WIS","27","6","1961","USA","Wisconsin","Columbia","Poynette","Poynette Game Farm woodlot 13 [NE of Poynette]","0","0","Rare in woodlot."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0161000WIS","14","6","1959","USA","Wisconsin","Florence","","On S shore of Brule River at Wisc. 139 Bridge. [N of Tipler]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0161001WIS","5","7","1964","USA","Wisconsin","Oconto","","On the N-side of CTH G, about 2mi. E of Kelly Lake. [NE of Hickory Corners]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0161002WIS","20","6","1965","USA","Wisconsin","Marquette","Endeavor","Vicinity of gravelly mesic to dry oak covered quot;islandquot; in middle of Endeavor Marsh, on the Summerton Farm (quot;S. Bogquot;). [NW of Endeavor] Also Sec. 35","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0161003WIS","13","6","1965","USA","Wisconsin","Sheboygan","Cascade","Kettle Moraine State Forest: 2mi. NW of Cascade just S of CTH N, Town of Lyndon, on Nichols Creek.","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0161004WIS","13","6","1965","USA","Wisconsin","Sheboygan","Rhine","Small lake 8mi. N of Plymouth on W side of Hwy 57.","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0161005WIS","25","6","1964","USA","Wisconsin","Florence","","2mi. S of Shadow Lake. [WNW of Florence]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Vanecek, F.","v0161006WIS","27","5","1965","USA","Wisconsin","Columbia","","Corning Lake [NW of Portage]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Davis, J.J.","v0161007WIS","28","5","1913","USA","Wisconsin","Dane","Madison","Waubesa","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Martin, Mark","v0161008WIS","30","5","1976","USA","Wisconsin","Dane","","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Fewless, Gary","v0161009WIS","24","7","1989","USA","Wisconsin","Door","Washington","Jackson Harbor Ridges","0","0","[Dupl. of UWGB19937]"
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Thomson, John W., Jr.","v0161010WIS","26","9","1972","USA","Wisconsin","Richland","Hub City","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Tyrrell, Lucy","v0161011WIS","22","7","1988","USA","Wisconsin","Iron","","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Leitner, Lawrence A.","v0161012WIS","22","7","1988","USA","Wisconsin","Fond du Lac","","","0","0","Occasional."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Kingsbury, Alan","v0161013WIS","5","5","1963","USA","Wisconsin","Dane","Deerfield","[NNE of Deerfield]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Swink, Floyd A.","v0161014WIS","12","6","1965","USA","Wisconsin","Walworth","Pell Lake","Adjacent to Camp;NW RR, NW of Pells Lake.","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Sorensen, Paul D.","v0161015WIS","22","6","1962","USA","Wisconsin","Marquette","","Along Chaffee Creek","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0161016WIS","21","5","1961","USA","Wisconsin","Brown","Poland","Between Third Lake and Middle Lake (just SSE of Lilly Lake).","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Hartley, Thomas G.","v0161161WIS","31","8","1958","USA","Wisconsin","Adams","Easton","Bordering Campbell Creek","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Rhodes, Joseph W.","v0161162WIS","24","5","1931","USA","Wisconsin","Dodge","Reeseville","","0","0","[Pollen Slide Attached]"
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Zimmerman, J.H.","v0161163WIS","NA","NA","NA","USA","Wisconsin","Door","Baileys Harbor","Ridges Sanctuary","0","0","Low shrub. Flowers greenish. Collection date: 12-13 June 1954."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Cook, Chester C.","v0161164WIS","16","8","1938","USA","Wisconsin","Door","Baileys Harbor","Swamp adjacent to Lake Michigan.","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Strandberg, James O.","v0161165WIS","5","8","1961","USA","Wisconsin","Door","Sister Bay","Rowley Bay Area, 3.5mi. E of Sister Bay. Woods bordering Lake Michigan beach.","0","0","Fruit black."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Shinners, L.H.","v0161166WIS","29","7","1939","USA","Wisconsin","Door","Sturgeon Bay","About 3mi. NE of Sturgeon Bay.","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Thomson, John W., Jr.","v0161167WIS","2","7","1943","USA","Wisconsin","Douglas","","Upper Brule Valley","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Davis, J.J.","v0161168WIS","17","6","1914","USA","Wisconsin","Douglas","Solon Springs","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Thomson, John W., Jr.","v0161169WIS","21","7","1944","USA","Wisconsin","Douglas","Maple","S of Maple.","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Levy, Gerald F.","v0161170WIS","NA","NA","NA","USA","Wisconsin","Forest","","Stand 47. Opening study.  [N of Hiles]","0","0","Collection date: 1965."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Seymour, Frank C.","v0161171WIS","25","5","1953","USA","Wisconsin","Lincoln","Harding","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Seymour, Frank C.","v0161172WIS","30","6","1952","USA","Wisconsin","Lincoln","Corning","Fire Lane","0","0","Sheet 1 of 2."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Seymour, Frank C.","v0161173WIS","30","6","1952","USA","Wisconsin","Lincoln","Corning","Fire Lane","0","0","Sheet 2 of 2."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Lapham, I.A.","v0161174WIS","NA","NA","NA","USA","Wisconsin","Milwaukee","Milwaukee","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0161175WIS","21","6","1958","USA","Wisconsin","Oconto","","E of Kelly Lake on CTH G. [NNE of Hickory Corners]","0","0","Medium shrub."
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Honey, E.E.","v0161176WIS","27","6","1934","USA","Wisconsin","Menominee","Keshena","S shore of Lake Skice [Orig. Oconto Co. -now Menominee Co.]","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Hamerstrom, F.W.","v0161177WIS","11","6","1936","USA","Wisconsin","Monroe","Wyeville","","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Rogers, Walter E.","v0161178WIS","4","6","1930","USA","Wisconsin","Outagamie","Medina","18mi. W of Appleton.","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Smith, Alex H.","v0161179WIS","15","6","1928","USA","Wisconsin","Outagamie","Medina","18mi. W of Appleton.","0","0",""
"Rhamnus alnifolia","WIS","wisc_herb_scrape.R","Christensen, E.M.","v0161180WIS","15","7","1952","USA","Wisconsin","Price","","","0","0",""
